review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags
"cumpre tudo o que esta indicado, imagem de boa qualidade acesso fácil para uso como televisão e como smart. Entrega dentro do prazo e sem qualquer problema de perdas ou arranhões.","['cumpre', 'tudo', 'o', 'que', 'esta', 'indicado', ',', 'imagem', 'de', 'boa', 'qualidade', 'acesso', 'fácil', 'para', 'uso', 'como', 'televisão', 'e', 'como', 'smart', '.', 'Entrega', 'dentro', 'do', 'prazo', 'e', 'sem', 'qualquer', 'problema', 'de', 'perdas', 'ou', 'arranhões', '.']","['imagem', 'acesso', 'entrega']","['boa qualidade', 'fácil', 'dentro do prazo']",[],[],,"[[7, 8], [11, 12], [21, 22]]","[[9, 11], [12, 13], [22, 25]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Compra maravilhosa. Como sempre a lojas Americanas surpreende. Comprei a tv no domingo dia 24 de abril e recebi na quarta dia 27 de abril, e olha que moro no interior de MG. Produto muito bem embalado. Melhor preço e entrega. Adorei a compra e recomendo.","['Compra', 'maravilhosa', '.', 'Como', 'sempre', 'a', 'lojas', 'Americanas', 'surpreende', '.', 'Comprei', 'a', 'tv', 'no', 'domingo', 'dia', '24', 'de', 'abril', 'e', 'recebi', 'na', 'quarta', 'dia', '27', 'de', 'abril', ',', 'e', 'olha', 'que', 'moro', 'no', 'interior', 'de', 'MG', '.', 'Produto', 'muito', 'bem', 'embalado', '.', 'Melhor', 'preço', 'e', 'entrega', '.', 'Adorei', 'a', 'compra', 'e', 'recomendo', '.']","['preço', 'entrega']","['melhor', 'melhor']",[],[],,"[[43, 44], [45, 46]]","[[42, 43], [42, 43]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Já havia pesquisando muito sobre a tv e realmente é muito boa. Só um pouco lenta. Mas devido o preço não é de esperar tanta velocidade. O som já sabia que não era tão alto, mas é bom. Só espero que dure bastante. Podem comprar.","['Já', 'havia', 'pesquisando', 'muito', 'sobre', 'a', 'tv', 'e', 'realmente', 'é', 'muito', 'boa', '.', 'Só', 'um', 'pouco', 'lenta', '.', 'Mas', 'devido', 'o', 'preço', 'não', 'é', 'de', 'esperar', 'tanta', 'velocidade', '.', 'O', 'som', 'já', 'sabia', 'que', 'não', 'era', 'tão', 'alto', ',', 'mas', 'é', 'bom', '.', 'Só', 'espero', 'que', 'dure', 'bastante', '.', 'Podem', 'comprar', '.']","['tv', 'som', 'som']","['muito boa', 'não era tão alto', 'bom']",['produto'],['podem comprar'],,"[[6, 7], [30, 31], [30, 31]]","[[10, 12], [34, 38], [41, 42]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"É do jeito que eu queria, é tão leve q o vento derruba, maravilhosa!!! Parabéns lojas americanas pela rapidez e eficiencia sempre!!! Quem tiver duvida em comprar, pode comprar q não vai se arrepender!","['É', 'do', 'jeito', 'que', 'eu', 'queria', ',', 'é', 'tão', 'leve', 'q', 'o', 'vento', 'derruba', ',', 'maravilhosa', '!', '!', '!', 'Parabéns', 'lojas', 'americanas', 'pela', 'rapidez', 'e', 'eficiencia', 'sempre', '!', '!', '!', 'Quem', 'tiver', 'duvida', 'em', 'comprar', ',', 'pode', 'comprar', 'q', 'não', 'vai', 'se', 'arrepender', '!']",[],[],"['peso', 'tv']","['leve', 'maravilhosa']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"O ShopTime tem um excelente atendimento e entrega rápida. Smart TV ótima para assistir filmes no NetFlix , e assistir vídeos e filmes no YouTube; isto com internet de somente 5mg. Como TV também tem imagem e som perfeitos. Acesso a mídias muito bom, dá até para ver vídeos p/ navegador do Google. Ótima qualidade!","['O', 'ShopTime', 'tem', 'um', 'excelente', 'atendimento', 'e', 'entrega', 'rápida', '.', 'Smart', 'TV', 'ótima', 'para', 'assistir', 'filmes', 'no', 'NetFlix', ',', 'e', 'assistir', 'vídeos', 'e', 'filmes', 'no', 'YouTube', ';', 'isto', 'com', 'internet', 'de', 'somente', '5', 'mg', '.', 'Como', 'TV', 'também', 'tem', 'imagem', 'e', 'som', 'perfeitos', '.', 'Acesso', 'a', 'mídias', 'muito', 'bom', ',', 'dá', 'até', 'para', 'ver', 'vídeos', 'p/', 'navegador', 'do', 'Google', '.', 'Ótima', 'qualidade', '!']","['entrega', 'smart tv', 'imagem', 'som', 'acesso a mídias']","['rápida', 'ótima', 'perfeitos', 'perfeitos', 'muito bom']",['produto'],['ótima qualidade'],,"[[7, 8], [10, 12], [39, 40], [41, 42], [44, 47]]","[[8, 9], [12, 13], [42, 43], [42, 43], [47, 49]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto excelente, imagem , som, realmente como esperava do produto após criteriosa pesquisa e analise de custo beneficio, acredito ter encontrado um produto que realmente tenha satisfeito meus anseios por tecnologia e qualidade.","['Produto', 'excelente', ',', 'imagem', ',', 'som', ',', 'realmente', 'como', 'esperava', 'do', 'produto', 'após', 'criteriosa', 'pesquisa', 'e', 'analise', 'de', 'custo', 'beneficio', ',', 'acredito', 'ter', 'encontrado', 'um', 'produto', 'que', 'realmente', 'tenha', 'satisfeito', 'meus', 'anseios', 'por', 'tecnologia', 'e', 'qualidade', '.']","['produto', 'imagem', 'som', 'produto']","['excelente', 'excelente', 'excelente', 'satisfeito meus anseios']",[],[],,"[[0, 1], [3, 4], [5, 6], [25, 26]]","[[1, 2], [1, 2], [1, 2], [29, 32]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A tv atendeu a expectativa, é perfeita, super fácil de configurar. recomendo! o prazo de entrega me impressionou: comprei no dia 17/5 pela manhã e dia 19/05 na parte da tarde a TV estava sendo entregue no meu endereço.","['A', 'tv', 'atendeu', 'a', 'expectativa', ',', 'é', 'perfeita', ',', 'super', 'fácil', 'de', 'configurar', '.', 'recomendo', '!', 'o', 'prazo', 'de', 'entrega', 'me', 'impressionou', ':', 'comprei', 'no', 'dia', '17/5', 'pela', 'manhã', 'e', 'dia', '19/05', 'na', 'parte', 'da', 'tarde', 'a', 'TV', 'estava', 'sendo', 'entregue', 'no', 'meu', 'endereço', '.']","['tv', 'tv', 'prazo de entrega']","['atendeu a expectativa', 'perfeita', 'impressionou']","['configuração', 'produto']","['super fácil de configurar', 'recomendo']",,"[[1, 2], [1, 2], [17, 20]]","[[2, 5], [7, 8], [21, 22]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Comprei duas pelo aplicativo! Chegaram por transportadora! As Smart's são ótimos produtos; e com wi-fi integrado! Bonitas, e me custaram 22% abaixo das lojas físicas!!! Frete 0800; cupom de desconto do 'app' e o desconto do pagamento em boleto, hehehe... Super recomendo, rs...","['Comprei', 'duas', 'pelo', 'aplicativo', '!', 'Chegaram', 'por', 'transportadora', '!', 'As', 'Smart', ""'s"", 'são', 'ótimos', 'produtos', ';', 'e', 'com', 'wi-fi', 'integrado', '!', 'Bonitas', ',', 'e', 'me', 'custaram', '22', '%', 'abaixo', 'das', 'lojas', 'físicas', '!', '!', '!', 'Frete', '0800', ';', 'cupom', 'de', 'desconto', 'do', ""'"", 'app', ""'"", 'e', 'o', 'desconto', 'do', 'pagamento', 'em', 'boleto', ',', 'hehehe', '...', 'Super', 'recomendo', ',', 'rs', '...']","['produtos', 'wi-fi']","['ótimos', 'com']","['desgin', 'produto']","['bonitas', 'super recomendo']",,"[[14, 15], [18, 19]]","[[13, 14], [17, 18]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Comprei a Tv para a minha mãe. Ela recebeu, mas como estava doente acabou não abrindo. Uns 15 dias depois, quando resolvi abrir para ela, descobrimos que a tela estava danificada. Nem chegamos a ligar o equipamento com medo de explodir. A caixa não apresentava nenhum indícios de avaria. Nunca poderíamos imaginar que algo desse tipo aconteceria.","['Comprei', 'a', 'Tv', 'para', 'a', 'minha', 'mãe', '.', 'Ela', 'recebeu', ',', 'mas', 'como', 'estava', 'doente', 'acabou', 'não', 'abrindo', '.', 'Uns', '15', 'dias', 'depois', ',', 'quando', 'resolvi', 'abrir', 'para', 'ela', ',', 'descobrimos', 'que', 'a', 'tela', 'estava', 'danificada', '.', 'Nem', 'chegamos', 'a', 'ligar', 'o', 'equipamento', 'com', 'medo', 'de', 'explodir', '.', 'A', 'caixa', 'não', 'apresentava', 'nenhum', 'indícios', 'de', 'avaria', '.', 'Nunca', 'poderíamos', 'imaginar', 'que', 'algo', 'd', 'esse', 'tipo', 'aconteceria', '.']",['tela'],['danificada'],[],[],,"[[33, 34]]","[[35, 36]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Eu sou fiel a Samsung. O meu celular, meu notebook e agora minha TV. Acho uma marca excelente com uma tecnologia de ponta. E parabenizo a Americanas. Com, pelo cumprimento do prazo da entrega.","['Eu', 'sou', 'fiel', 'a', 'Samsung', '.', 'O', 'meu', 'celular', ',', 'meu', 'notebook', 'e', 'agora', 'minha', 'TV', '.', 'Acho', 'uma', 'marca', 'excelente', 'com', 'uma', 'tecnologia', 'de', 'ponta', '.', 'E', 'parabenizo', 'a', 'Americanas', '.', 'Com', ',', 'pelo', 'cumprimento', 'do', 'prazo', 'da', 'entrega', '.']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"É uma TV boa na questão do preço, tenhe boa qualidade , excelente imagem o áudio não é uns dos melhores é um pouco lenta como Smart, mas mesmo assim funciona bem.","['É', 'uma', 'TV', 'boa', 'na', 'questão', 'do', 'preço', ',', 'tenhe', 'boa', 'qualidade', ',', 'excelente', 'imagem', 'o', 'áudio', 'não', 'é', 'uns', 'dos', 'melhores', 'é', 'um', 'pouco', 'lenta', 'como', 'Smart', ',', 'mas', 'mesmo', 'assim', 'funciona', 'bem', '.']","['tv', 'preço', 'imagem', 'áudio', 'smart']","['boa', 'boa', 'excelente', 'não é uns dos melhores', 'lenta']",['produto'],['funciona bem'],,"[[2, 3], [7, 8], [14, 15], [16, 17], [27, 28]]","[[3, 4], [10, 11], [13, 14], [17, 22], [25, 26]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tv muito boa, superou nossa expectativa, já estamos planejando comprar outra para o quarto.. o prazo de entrega era ate dia 27 de Agosto, e dia 19 de Julho chegou! Super recomendo!!","['Tv', 'muito', 'boa', ',', 'superou', 'nossa', 'expectativa', ',', 'já', 'estamos', 'planejando', 'comprar', 'outra', 'para', 'o', 'quarto', '..', 'o', 'prazo', 'de', 'entrega', 'era', 'ate', 'dia', '27', 'de', 'Agosto', ',', 'e', 'dia', '19', 'de', 'Julho', 'chegou', '!', 'Super', 'recomendo', '!', '!']","['tv', 'tv']","['muito boa', 'superou nossa expectativa']",['produto'],['super recomendo'],,"[[0, 1], [0, 1]]","[[1, 3], [4, 7]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Atendeu a minha expectativa, qualidade de imagem e som bons, claro que levando em consideração o custo benefício... Em relação a conexão com a internet, por enquanto rodando bem, e ela está instalada no meu terraço, e o roteador dentro da minha residencia SATISFEITO!","['Atendeu', 'a', 'minha', 'expectativa', ',', 'qualidade', 'de', 'imagem', 'e', 'som', 'bons', ',', 'claro', 'que', 'levando', 'em', 'consideração', 'o', 'custo', 'benefício', '...', 'Em', 'relação', 'a', 'conexão', 'com', 'a', 'internet', ',', 'por', 'enquanto', 'rodando', 'bem', ',', 'e', 'ela', 'está', 'instalada', 'no', 'meu', 'terraço', ',', 'e', 'o', 'roteador', 'dentro', 'da', 'minha', 'residencia', 'SATISFEITO', '!']","['qualidade de imagem', 'som']","['bons', 'bons']","['produto', 'produto']","['atendeu a minha expectativa', 'satisfeito']",,"[[5, 8], [9, 10]]","[[10, 11], [10, 11]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Gente é um computador, vc acessa tudo na internet por ela sem precisar conectar seu pc ou note,até o google abre, ameiiiii Parabens americanas pela rapidez na entrega, recebi em 4 dias, os pés são bem frageis,diz que vem suporte para parede , mas não veio.","['Gente', 'é', 'um', 'computador', ',', 'vc', 'acessa', 'tudo', 'na', 'internet', 'por', 'ela', 'sem', 'precisar', 'conectar', 'seu', 'pc', 'ou', 'note', ',', 'até', 'o', 'google', 'abre', ',', 'ameiiiii', 'Parabens', 'americanas', 'pela', 'rapidez', 'na', 'entrega', ',', 'recebi', 'em', '4', 'dias', ',', 'os', 'pés', 'são', 'bem', 'frageis', ',', 'diz', 'que', 'vem', 'suporte', 'para', 'parede', ',', 'mas', 'não', 'veio', '.']","['entrega', 'pés', 'suporte para parede']","['rapidez', 'bem frageis', 'não veio']","['produto', 'produto']","['é um computador', 'ameiiiii']",,"[[31, 32], [39, 40], [47, 50]]","[[29, 30], [41, 43], [52, 54]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O']"
Essa TV é simplesmente maravilhosa. Já é a 3ª que adquirimos nas Lojas Americanas. Td de bom. O produto chegou em perfeitas condições. Com uma agilidade incrível. Super recomedo. Preço imbatível. Td xou!!!,"['Essa', 'TV', 'é', 'simplesmente', 'maravilhosa', '.', 'Já', 'é', 'a', '3ª', 'que', 'adquirimos', 'nas', 'Lojas', 'Americanas', '.', 'Td', 'de', 'bom', '.', 'O', 'produto', 'chegou', 'em', 'perfeitas', 'condições', '.', 'Com', 'uma', 'agilidade', 'incrível', '.', 'Super', 'recomedo', '.', 'Preço', 'imbatível', '.', 'Td', 'xou', '!', '!', '!']","['tv', 'produto', 'preço']","['simplesmente maravilhosa', 'chegou em perfeitas condições', 'imbatível']","['produto', 'produto', 'produto']","['td de bom', 'super recomedo', 'td xou']",,"[[1, 2], [21, 22], [35, 36]]","[[3, 5], [22, 26], [36, 37]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ótimo produto, entrega rápida (15 dias), ainda não tenho nada a reclamar por estar utilizando-a a poucos dias, somente o Time-On que as vezes não funciona, mas no restante tudo ótimo, som bom, imagem 100%, função Smart tbm não deixa a desejar funciona 100%. Produto recomendado.","['Ótimo', 'produto', ',', 'entrega', 'rápida', '(', '15', 'dias', ')', ',', 'ainda', 'não', 'tenho', 'nada', 'a', 'reclamar', 'por', 'estar', 'utilizando-a', 'a', 'poucos', 'dias', ',', 'somente', 'o', 'Time-On', 'que', 'as', 'vezes', 'não', 'funciona', ',', 'mas', 'no', 'restante', 'tudo', 'ótimo', ',', 'som', 'bom', ',', 'imagem', '100', '%', ',', 'função', 'Smart', 'tbm', 'não', 'deixa', 'a', 'desejar', 'funciona', '100', '%', '.', 'Produto', 'recomendado', '.']","['produto', 'entrega', 'som', 'imagem', 'função smart', 'produto']","['ótimo', 'rápida', 'bom', '100%', 'não deixa a desejar funciona 100%', 'recomendado']",[],[],,"[[1, 2], [3, 4], [38, 39], [41, 42], [45, 47], [56, 57]]","[[0, 1], [4, 5], [39, 40], [42, 44], [48, 55], [57, 58]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
"Recebi a poucos dias, entrega super rápida, metade do prazo dado,estou gostando bastante,imagem ótima e som muito bom, li algumas críticas sobre o som mas não tenho que reclamar minha tv está no quarto para mim o som está ótimo!","['Recebi', 'a', 'poucos', 'dias', ',', 'entrega', 'super', 'rápida', ',', 'metade', 'do', 'prazo', 'dado', ',', 'estou', 'gostando', 'bastante', ',', 'imagem', 'ótima', 'e', 'som', 'muito', 'bom', ',', 'li', 'algumas', 'críticas', 'sobre', 'o', 'som', 'mas', 'não', 'tenho', 'que', 'reclamar', 'minha', 'tv', 'está', 'no', 'quarto', 'para', 'mim', 'o', 'som', 'está', 'ótimo', '!']","['entrega', 'imagem', 'som', 'som']","['super rápida', 'ótima', 'muito bom', 'ótimo']",[],[],,"[[5, 6], [18, 19], [21, 22], [44, 45]]","[[6, 8], [19, 20], [22, 24], [46, 47]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
"Li uma avaliaçaõ desta Tv e nela falava que não conectava wifi com menos de 10 megas, e não é verdade, aqui tem internet de 4 megas e conectou normalmente, muito bom! Adorei. E a entrega foi super rápida, dois dias úteis.","['Li', 'uma', 'avaliaçaõ', 'd', 'esta', 'Tv', 'e', 'n', 'ela', 'falava', 'que', 'não', 'conectava', 'wifi', 'com', 'menos', 'de', '10', 'megas', ',', 'e', 'não', 'é', 'verdade', ',', 'aqui', 'tem', 'internet', 'de', '4', 'megas', 'e', 'conectou', 'normalmente', ',', 'muito', 'bom', '!', 'Adorei', '.', 'E', 'a', 'entrega', 'foi', 'super', 'rápida', ',', 'dois', 'dias', 'úteis', '.']","['wifi', 'entrega']","['conectou normalmente', 'foi super rápida']",['produto'],['muito bom'],,"[[13, 14], [42, 43]]","[[32, 34], [43, 46]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A minha chegou 3 dias depois da compra. Adorei a qualidade... Atendeu as espectativas. Mas para quem tem crianças o melhor é que a mesma seja presa ao painel. Pois os pezinhos não dão estabilidade.,"['A', 'minha', 'chegou', '3', 'dias', 'depois', 'da', 'compra', '.', 'Adorei', 'a', 'qualidade', '...', 'Atendeu', 'as', 'espectativas', '.', 'Mas', 'para', 'quem', 'tem', 'crianças', 'o', 'melhor', 'é', 'que', 'a', 'mesma', 'seja', 'presa', 'a', 'o', 'painel', '.', 'Pois', 'os', 'pezinhos', 'não', 'dão', 'estabilidade', '.']",['pezinhos'],['não dão estabilidade'],[],[],,"[[36, 37]]","[[37, 40]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
É uma boa smarttv n é muito rápida Os pés são um pouco frágil é boa para por no suporte. Por ser uma HD a imagem é boa n é otima mais cumpre o que promete a entrega foi muito rapida e muito boa também.,"['É', 'uma', 'boa', 'smarttv', 'n', 'é', 'muito', 'rápida', 'Os', 'pés', 'são', 'um', 'pouco', 'frágil', 'é', 'boa', 'para', 'por', 'no', 'suporte', '.', 'Por', 'ser', 'uma', 'HD', 'a', 'imagem', 'é', 'boa', 'n', 'é', 'otima', 'mais', 'cumpre', 'o', 'que', 'promete', 'a', 'entrega', 'foi', 'muito', 'rapida', 'e', 'muito', 'boa', 'também', '.']","['smarttv', 'pés', 'imagem', 'entrega']","['boa', 'um pouco frágil', 'boa n é otima', 'muito rapida']","['desempenho', 'produto']","['n é muito rápida', 'cumpre o que promete']",,"[[3, 4], [9, 10], [26, 27], [38, 39]]","[[2, 3], [11, 14], [28, 32], [40, 42]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
porem estou sem tempo quase nao estou parando em casa para ficar configurando e vendo o que ela me ajudaria sendo na parte Smart pois a imagem e audio estao otimos falta testar o recurso wifi para ver se e rapido e netflix alem de internet em geral logo logo terei tempo,"['porem', 'estou', 'sem', 'tempo', 'quase', 'nao', 'estou', 'parando', 'em', 'casa', 'para', 'ficar', 'configurando', 'e', 'vendo', 'o', 'que', 'ela', 'me', 'ajudaria', 'sendo', 'na', 'parte', 'Smart', 'pois', 'a', 'imagem', 'e', 'audio', 'estao', 'otimos', 'falta', 'testar', 'o', 'recurso', 'wifi', 'para', 'ver', 'se', 'e', 'rapido', 'e', 'netflix', 'alem', 'de', 'internet', 'em', 'geral', 'logo', 'logo', 'terei', 'tempo']","['imagem', 'audio']","['otimos', 'otimos']",[],[],,"[[26, 27], [28, 29]]","[[30, 31], [30, 31]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
