review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags,review_number,total_aspects,has_aspect,fold
"Produto Não Deixa nada a desejar, exelente, gostei em ter comprado nas Américanas. Entrega no prazo, perfeito, estão de parabéns.","['Produto', 'Não', 'Deixa', 'nada', 'a', 'desejar', ',', 'exelente', ',', 'gostei', 'em', 'ter', 'comprado', 'nas', 'Américanas', '.', 'Entrega', 'no', 'prazo', ',', 'perfeito', ',', 'estão', 'de', 'parabéns', '.']","['produto', 'entrega']","['não deixa nada a desejar, exelente', 'no prazo']",['produto'],['perfeito'],,"[[0, 1], [16, 17]]","[[1, 8], [17, 19]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",19,2,1,9
Muito bom a entrega foi bem antes do prazo estipulado e produto foi excelente.,"['Muito', 'bom', 'a', 'entrega', 'foi', 'bem', 'antes', 'do', 'prazo', 'estipulado', 'e', 'produto', 'foi', 'excelente', '.']","['entrega', 'produto']","['bem antes do prazo', 'excelente']",['produto'],['muito bom'],,"[[3, 4], [11, 12]]","[[5, 9], [13, 14]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",33,2,1,9
"Comprei esta TV para meu escritório para apresentar meus projetos 3D de residências e interiores para meus clientes, porém ela apresenta pixels muito grandes, fazendo com que a imagem perca definição, ficando com aspecto serrilhado. Não gostei e estou decepcionado com o produto! Se eu pudesse, trocaria este produto!","['Comprei', 'esta', 'TV', 'para', 'meu', 'escritório', 'para', 'apresentar', 'meus', 'projetos', '3D', 'de', 'residências', 'e', 'interiores', 'para', 'meus', 'clientes', ',', 'porém', 'ela', 'apresenta', 'pixels', 'muito', 'grandes', ',', 'fazendo', 'com', 'que', 'a', 'imagem', 'perca', 'definição', ',', 'ficando', 'com', 'aspecto', 'serrilhado', '.', 'Não', 'gostei', 'e', 'estou', 'decepcionado', 'com', 'o', 'produto', '!', 'Se', 'eu', 'pudesse', ',', 'trocaria', 'este', 'produto', '!']","['imagem', 'produto', 'produto']","['apresenta pixels muito grandes', 'não gostei e estou decepcionado', 'trocaria']",[],[],,"[[30, 31], [46, 47], [54, 55]]","[[21, 25], [39, 44], [52, 53]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",979,3,1,9
Recomendo o produto supriu as minhas necessidades e as Lojas Americanas com entrega antes do prazo.,"['Recomendo', 'o', 'produto', 'supriu', 'as', 'minhas', 'necessidades', 'e', 'as', 'Lojas', 'Americanas', 'com', 'entrega', 'antes', 'do', 'prazo', '.']","['produto', 'entrega']","['recomendo', 'antes do prazo']",[],[],,"[[2, 3], [12, 13]]","[[0, 1], [13, 16]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",119,2,1,9
Os televisores da sangsung não possuem bom áudio e algumas televisões depois de algum tempo apresentam listas verticais na tela. Hoje eu compraria televisores de outras marcas.,"['Os', 'televisores', 'da', 'sangsung', 'não', 'possuem', 'bom', 'áudio', 'e', 'algumas', 'televisões', 'depois', 'de', 'algum', 'tempo', 'apresentam', 'listas', 'verticais', 'na', 'tela', '.', 'Hoje', 'eu', 'compraria', 'televisores', 'de', 'outras', 'marcas', '.']","['áudio', 'tela']","['não possuem bom', 'listas verticais']",[],[],,"[[7, 8], [19, 20]]","[[4, 7], [16, 18]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",680,2,1,9
A TV muito boa recebi antes do Prazo as americanas nunca decepciona,"['A', 'TV', 'muito', 'boa', 'recebi', 'antes', 'do', 'Prazo', 'as', 'americanas', 'nunca', 'decepciona']",['tv'],['muito boa'],['entrega'],['recebi antes do prazo'],,"[[1, 2]]","[[2, 4]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",330,1,1,9
"Adorei a qualidade da Tv, fácil estalação. Recomendo com certeza.","['Adorei', 'a', 'qualidade', 'da', 'Tv', ',', 'fácil', 'estalação', '.', 'Recomendo', 'com', 'certeza', '.']","['tv', 'estalação']","['adorei a qualidade', 'fácil']",['produto'],['recomendo'],,"[[4, 5], [7, 8]]","[[0, 3], [6, 7]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",239,2,1,9
"A MINHA CHEGOU ONTEM, TESTEI SMART, TUDO OK, ASSISTI VARIOS FILMES E VIDEOS NO YOTUBE, NAO TRAVOU EM NENHUM MOMENTO, A UNICA COISA QUE NAO GOSTEI E QUE PRECISA DE ANTENA OU CABO PARA PEGAR A TV, E NAO VEIO OS PARAFUSOS PARA FIXAR O PE, MAS DEI UM JEITO, DO RESTO E MUITO BOA SIM, DEPENDE DA SUA INTERNET PARA SER RAPIDA!!","['A', 'MINHA', 'CHEGOU', 'ONTEM', ',', 'TESTEI', 'SMART', ',', 'TUDO', 'OK', ',', 'ASSISTI', 'VARIOS', 'FILMES', 'E', 'VIDEOS', 'NO', 'YOTUBE', ',', 'NAO', 'TRAVOU', 'EM', 'NENHUM', 'MOMENTO', ',', 'A', 'UNICA', 'COISA', 'QUE', 'NAO', 'GOSTEI', 'E', 'QUE', 'PRECISA', 'DE', 'ANTENA', 'OU', 'CABO', 'PARA', 'PEGAR', 'A', 'TV', ',', 'E', 'NAO', 'VEIO', 'OS', 'PARAFUSOS', 'PARA', 'FIXAR', 'O', 'PE', ',', 'MAS', 'DEI', 'UM', 'JEITO', ',', 'DO', 'RESTO', 'E', 'MUITO', 'BOA', 'SIM', ',', 'DEPENDE', 'DA', 'SUA', 'INTERNET', 'PARA', 'SER', 'RAPIDA', '!', '!']",[],[],['tv'],['muito boa sim'],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1046,0,0,9
"Prazo de entrega antecipado pelo o que foi previsto, e produto de excelente qualidade!","['Prazo', 'de', 'entrega', 'antecipado', 'pelo', 'o', 'que', 'foi', 'previsto', ',', 'e', 'produto', 'de', 'excelente', 'qualidade', '!']","['prazo de entrega', 'produto']","['antecipado', 'excelente qualidade']",[],[],,"[[0, 3], [11, 12]]","[[3, 4], [13, 15]]","['B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",670,2,1,9
"Comprei para embutir no armário do quarto da minha filha. Excelente produto. Navegador fácil e ótimo acesso à internet, em especial à Netflix e You Tube. Ótimos recursos.","['Comprei', 'para', 'embutir', 'no', 'armário', 'do', 'quarto', 'da', 'minha', 'filha', '.', 'Excelente', 'produto', '.', 'Navegador', 'fácil', 'e', 'ótimo', 'acesso', 'à', 'internet', ',', 'em', 'especial', 'à', 'Netflix', 'e', 'You', 'Tube', '.', 'Ótimos', 'recursos', '.']","['produto', 'navegador', 'acesso à internet', 'recursos']","['excelente', 'fácil', 'ótimo', 'ótimos']",[],[],,"[[12, 13], [14, 15], [18, 21], [31, 32]]","[[11, 12], [15, 16], [17, 18], [30, 31]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",649,4,1,9
"Todas as funções descritas funcionam mesmo, wi-fi, smartv (netflix, youtube). Não é das tvs mais rápidas, mas nada que incomode. Sobre o atendimento e rapidez do submarino, os caras praticamente teletransporta seu produto até a sua casa, entrega com 48 horas, e me deram 11 dias uteis.","['Todas', 'as', 'funções', 'descritas', 'funcionam', 'mesmo', ',', 'wi-fi', ',', 'smartv', '(', 'netflix', ',', 'youtube', ')', '.', 'Não', 'é', 'das', 'tvs', 'mais', 'rápidas', ',', 'mas', 'nada', 'que', 'incomode', '.', 'Sobre', 'o', 'atendimento', 'e', 'rapidez', 'do', 'submarino', ',', 'os', 'caras', 'praticamente', 'teletransporta', 'seu', 'produto', 'até', 'a', 'sua', 'casa', ',', 'entrega', 'com', '48', 'horas', ',', 'e', 'me', 'deram', '11', 'dias', 'uteis', '.']","['wi-fi', 'smartv', 'entrega']","['funcionam mesmo', 'funcionam mesmo', '48 horas']",[],[],,"[[7, 8], [9, 10], [47, 48]]","[[4, 6], [4, 6], [49, 51]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",929,3,1,9
"Gostei muito da tv, já tinha uma e resolvi comprar mais uma devido a qualidade do produto, chegou antes do prazo.","['Gostei', 'muito', 'da', 'tv', ',', 'já', 'tinha', 'uma', 'e', 'resolvi', 'comprar', 'mais', 'uma', 'devido', 'a', 'qualidade', 'do', 'produto', ',', 'chegou', 'antes', 'do', 'prazo', '.']",['tv'],['gostei muito'],['entrega'],['chegou antes do prazo'],,"[[3, 4]]","[[0, 2]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",549,1,1,9
"Já havia pesquisando muito sobre a tv e realmente é muito boa. Só um pouco lenta. Mas devido o preço não é de esperar tanta velocidade. O som já sabia que não era tão alto, mas é bom. Só espero que dure bastante. Podem comprar.","['Já', 'havia', 'pesquisando', 'muito', 'sobre', 'a', 'tv', 'e', 'realmente', 'é', 'muito', 'boa', '.', 'Só', 'um', 'pouco', 'lenta', '.', 'Mas', 'devido', 'o', 'preço', 'não', 'é', 'de', 'esperar', 'tanta', 'velocidade', '.', 'O', 'som', 'já', 'sabia', 'que', 'não', 'era', 'tão', 'alto', ',', 'mas', 'é', 'bom', '.', 'Só', 'espero', 'que', 'dure', 'bastante', '.', 'Podem', 'comprar', '.']","['tv', 'som', 'som']","['muito boa', 'não era tão alto', 'bom']",['produto'],['podem comprar'],,"[[6, 7], [30, 31], [30, 31]]","[[10, 12], [34, 38], [41, 42]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1009,2,1,9
gostei muito do produto e da agilidade que vcs entregou,"['gostei', 'muito', 'do', 'produto', 'e', 'da', 'agilidade', 'que', 'vcs', 'entregou']",['produto'],['gostei muito'],['entrega'],['agilidade'],,"[[3, 4]]","[[0, 2]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",499,1,1,9
Indico o produto para todos e o atendimento das Americanas de excelente garantia.,"['Indico', 'o', 'produto', 'para', 'todos', 'e', 'o', 'atendimento', 'das', 'Americanas', 'de', 'excelente', 'garantia', '.']","['produto', 'garantia']","['indico', 'excelente']",[],[],,"[[2, 3], [12, 13]]","[[0, 1], [11, 12]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",569,2,1,9
"Muito bom. Adorei poder acessar a internet pela TV. O tamanho é bom. A única coisa inconveniente é que ela é com fonte (como se fosse computador), então o consumo de energia é maior que uma tv comum. O resto é 10.","['Muito', 'bom', '.', 'Adorei', 'poder', 'acessar', 'a', 'internet', 'pela', 'TV', '.', 'O', 'tamanho', 'é', 'bom', '.', 'A', 'única', 'coisa', 'inconveniente', 'é', 'que', 'ela', 'é', 'com', 'fonte', '(', 'como', 'se', 'fosse', 'computador', ')', ',', 'então', 'o', 'consumo', 'de', 'energia', 'é', 'maior', 'que', 'uma', 'tv', 'comum', '.', 'O', 'resto', 'é', '10', '.']","['tamanho', 'fonte', 'consumo de energia']","['bom', 'inconveniente', 'maior']","['produto', 'produto']","['muito bom', '10']",COMPARAÇÃO,"[[12, 13], [25, 26], [35, 38]]","[[14, 15], [19, 20], [39, 40]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",939,3,1,9
"Excelente compra, o produto e muito bom e a entrega foi bem rápida, bem antes do prazo. Bastante satisfeito.","['Excelente', 'compra', ',', 'o', 'produto', 'e', 'muito', 'bom', 'e', 'a', 'entrega', 'foi', 'bem', 'rápida', ',', 'bem', 'antes', 'do', 'prazo', '.', 'Bastante', 'satisfeito', '.']","['produto', 'entrega', 'entrega']","['muito bom', 'bem rápida', 'bem antes do prazo']",['produto'],['bastante satisfeito'],,"[[4, 5], [10, 11], [10, 11]]","[[6, 8], [12, 14], [15, 19]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",733,2,1,9
"excelente produto, de acordo com a descrição que a loja fez referencia","['excelente', 'produto', ',', 'de', 'acordo', 'com', 'a', 'descrição', 'que', 'a', 'loja', 'fez', 'referencia']",['produto'],['excelente'],[],[],,"[[1, 2]]","[[0, 1]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",720,1,1,9
"TV Smart com alta tecnologia com conexão internet, redes sociais e outros. recomendo","['TV', 'Smart', 'com', 'alta', 'tecnologia', 'com', 'conexão', 'internet', ',', 'redes', 'sociais', 'e', 'outros', '.', 'recomendo']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280,0,0,9
"O produto é muito bom, porém o som é muito baixo e infelizmente não é Full HD. Porém para o valor, é um dos melhores custo benefícios.","['O', 'produto', 'é', 'muito', 'bom', ',', 'porém', 'o', 'som', 'é', 'muito', 'baixo', 'e', 'infelizmente', 'não', 'é', 'Full', 'HD', '.', 'Porém', 'para', 'o', 'valor', ',', 'é', 'um', 'dos', 'melhores', 'custo', 'benefícios', '.']","['produto', 'som', 'custo benefícios']","['muito bom', 'muito baixo', 'um dos melhores']",['imagem'],['infelizmente não é full hd'],,"[[1, 2], [8, 9], [28, 30]]","[[3, 5], [10, 12], [25, 28]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']",529,3,1,9
"Produto inteligente, ativado automaticamente via internet, facilita toda a programação do aparelho.","['Produto', 'inteligente', ',', 'ativado', 'automaticamente', 'via', 'internet', ',', 'facilita', 'toda', 'a', 'programação', 'do', 'aparelho', '.']",['produto'],['inteligente'],[],[],,"[[0, 1]]","[[1, 2]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",23,1,1,9
"A melhor,pode confiar .Para ver a copa melhor, vá com a Samsung","['A', 'melhor', ',', 'pode', 'confiar', '.Para', 'ver', 'a', 'copa', 'melhor', ',', 'vá', 'com', 'a', 'Samsung']",[],[],['produto'],['melhor'],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",297,0,0,9
"Comprei no domingo, recebi na quinta, excelente produto. Mto bom...","['Comprei', 'no', 'domingo', ',', 'recebi', 'na', 'quinta', ',', 'excelente', 'produto', '.', 'Mto', 'bom', '...']",['produto'],['excelente'],['produto'],['mto bom'],,"[[9, 10]]","[[8, 9]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",699,1,1,9
"Excelente aparelho, tv fina e muito leve, entrega super no prazo","['Excelente', 'aparelho', ',', 'tv', 'fina', 'e', 'muito', 'leve', ',', 'entrega', 'super', 'no', 'prazo']","['aparelho', 'tv', 'entrega']","['excelente', 'fina', 'super no prazo']",['peso'],['leve'],,"[[1, 2], [3, 4], [9, 10]]","[[0, 1], [4, 5], [10, 13]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",290,3,1,9
"Tv perfeita para quartos. Tamanho excelente, visão limpa, som de qualidade e por ser smart é ainda melhor. Funciona muitos apps, o que eu mais uso é o netflix. Lojas americanas entregou muito antes do prazo. Meus parabéns!!! Farei outras compras e indicarei para muitos amigos.","['Tv', 'perfeita', 'para', 'quartos', '.', 'Tamanho', 'excelente', ',', 'visão', 'limpa', ',', 'som', 'de', 'qualidade', 'e', 'por', 'ser', 'smart', 'é', 'ainda', 'melhor', '.', 'Funciona', 'muitos', 'apps', ',', 'o', 'que', 'eu', 'mais', 'uso', 'é', 'o', 'netflix', '.', 'Lojas', 'americanas', 'entregou', 'muito', 'antes', 'do', 'prazo', '.', 'Meus', 'parabéns', '!', '!', '!', 'Farei', 'outras', 'compras', 'e', 'indicarei', 'para', 'muitos', 'amigos', '.']","['tv', 'tamanho', 'visão', 'som', 'smart', 'apps']","['perfeita', 'excelente', 'limpa', 'de qualidade', 'ainda melhor', 'muitos']",['entrega'],['entregou muito antes do prazo'],,"[[0, 1], [5, 6], [8, 9], [11, 12], [17, 18], [24, 25]]","[[1, 2], [6, 7], [9, 10], [12, 14], [19, 21], [23, 24]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1030,6,1,9
Adorei a TV. Imagem e som perfeitos. Me atendeu em tudo. Parabéns.,"['Adorei', 'a', 'TV', '.', 'Imagem', 'e', 'som', 'perfeitos', '.', 'Me', 'atendeu', 'em', 'tudo', '.', 'Parabéns', '.']","['tv', 'imagem', 'som']","['adorei', 'perfeitos', 'perfeitos']",[],[],,"[[2, 3], [4, 5], [6, 7]]","[[0, 1], [7, 8], [7, 8]]","['O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",559,3,1,9
Satisfeito com o produto e com o atendimento e entrega da Americanas.com.,"['Satisfeito', 'com', 'o', 'produto', 'e', 'com', 'o', 'atendimento', 'e', 'entrega', 'da', 'Americanas.com', '.']","['produto', 'atendimento', 'entrega']","['satisfeito', 'satisfeito', 'satisfeito']",[],[],,"[[3, 4], [7, 8], [9, 10]]","[[0, 1], [0, 1], [0, 1]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O']",175,3,1,9
"Bonita, moderna, imagem linda essa TV! Podem comprar pois super recomendo, além do mais tenho boas experiências com os produtos da sansung, parabenizo as americanas pela rapidez na entrega foi tudo ótimo sem nem um transtorno apenas comodidade.","['Bonita', ',', 'moderna', ',', 'imagem', 'linda', 'essa', 'TV', '!', 'Podem', 'comprar', 'pois', 'super', 'recomendo', ',', 'além', 'do', 'mais', 'tenho', 'boas', 'experiências', 'com', 'os', 'produtos', 'da', 'sansung', ',', 'parabenizo', 'as', 'americanas', 'pela', 'rapidez', 'na', 'entrega', 'foi', 'tudo', 'ótimo', 'sem', 'nem', 'um', 'transtorno', 'apenas', 'comodidade', '.']","['imagem', 'entrega']","['linda', 'rapidez']","['design', 'design', 'produto']","['bonita', 'moderna', 'super recomendo']",,"[[4, 5], [33, 34]]","[[5, 6], [31, 32]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",969,2,1,9
gostei muito do produto porque o mesmo apresenta recursos interessante como por exemplo netflyx.,"['gostei', 'muito', 'do', 'produto', 'porque', 'o', 'mesmo', 'apresenta', 'recursos', 'interessante', 'como', 'por', 'exemplo', 'netflyx', '.']","['produto', 'recursos']","['gostei muito', 'interessante']",[],[],,"[[3, 4], [8, 9]]","[[0, 2], [9, 10]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",249,2,1,9
Produto muito bom! Entrega rapida e garantia de entrega pelo submarino.,"['Produto', 'muito', 'bom', '!', 'Entrega', 'rapida', 'e', 'garantia', 'de', 'entrega', 'pelo', 'submarino', '.']","['produto', 'entrega']","['muito bom', 'rapida']",[],[],,"[[0, 1], [4, 5]]","[[1, 3], [5, 6]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",519,2,1,9
"cumpre tudo o que promete, ótimo custo beneficio, recomendaria com certeza","['cumpre', 'tudo', 'o', 'que', 'promete', ',', 'ótimo', 'custo', 'beneficio', ',', 'recomendaria', 'com', 'certeza']",['custo beneficio'],['ótimo'],"['produto', 'produto']","['cumpre tudo o que promete', 'recomendaria com certeza']",,"[[7, 9]]","[[6, 7]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O']",531,1,1,9
Gostei bastante da TV. Só que é um pouco lenta para o acesso a internet.,"['Gostei', 'bastante', 'da', 'TV', '.', 'Só', 'que', 'é', 'um', 'pouco', 'lenta', 'para', 'o', 'acesso', 'a', 'internet', '.']","['tv', 'acesso a internet']","['gostei bastante', 'um pouco lenta']",[],[],,"[[3, 4], [13, 16]]","[[0, 2], [8, 11]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O']",709,2,1,9
Entrega nota 10. Imagem 10 som 10. Perfeita estou mutissimo satisfeita,"['Entrega', 'nota', '10', '.', 'Imagem', '10', 'som', '10', '.', 'Perfeita', 'estou', 'mutissimo', 'satisfeita']","['entrega', 'imagem', 'som']","['nota 10', '10', '10']",['produto'],['perfeita estou mutissimo satisfeita'],,"[[0, 1], [4, 5], [6, 7]]","[[1, 3], [5, 6], [5, 6]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",659,3,1,9
O produto Samsung é excelente e difícil dar algum problema e muito bom,"['O', 'produto', 'Samsung', 'é', 'excelente', 'e', 'difícil', 'dar', 'algum', 'problema', 'e', 'muito', 'bom']",['produto samsung'],['excelente'],['produto'],['muito bom'],,"[[1, 3]]","[[4, 5]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",309,1,1,9
"Recomendo, foi tudo perfeito como eu esperava, tanto a loja como o ar condicionado, tudo otimo, por isso q compro nas Americanas,","['Recomendo', ',', 'foi', 'tudo', 'perfeito', 'como', 'eu', 'esperava', ',', 'tanto', 'a', 'loja', 'como', 'o', 'ar', 'condicionado', ',', 'tudo', 'otimo', ',', 'por', 'isso', 'q', 'compro', 'nas', 'Americanas', ',']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",85,0,0,9
A TV e boa qualidade tbm porém existe um bug que não identifiquei se e do youtudo app ou da tv as vezes ao tentar conectar o celular com o YouTube não funciona e vc tem que fazer algumas tentativas pra conectar... Se alguem notou esse problema tbm deixem seu comentários.,"['A', 'TV', 'e', 'boa', 'qualidade', 'tbm', 'porém', 'existe', 'um', 'bug', 'que', 'não', 'identifiquei', 'se', 'e', 'do', 'youtudo', 'app', 'ou', 'da', 'tv', 'as', 'vezes', 'a', 'o', 'tentar', 'conectar', 'o', 'celular', 'com', 'o', 'YouTube', 'não', 'funciona', 'e', 'vc', 'tem', 'que', 'fazer', 'algumas', 'tentativas', 'pra', 'conectar', '...', 'Se', 'alguem', 'notou', 'esse', 'problema', 'tbm', 'deixem', 'seu', 'comentários', '.']","['tv', 'tv']","['boa qualidade', 'existe um bug']",[],[],,"[[1, 2], [1, 2]]","[[3, 5], [7, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",989,1,1,9
